,Product Name,Company,Original_Price,discound_Price,discound
420,"Printed Men Hooded Neck White, Red T-Shirt",TRIPR,224,"1,399",83% 
421,"Striped Men Round Neck Brown, Black, White T-Shirt",Jump Cuts,449,"1,499",70% 
422,Printed Men Round Neck Green T-Shirt,MANIAC,357,"1,719",79% 
423,Color Block Men Round Neck Green T-Shirt,Damensch,561,799,29% 
424,Printed Men Round Neck Maroon T-Shirt,FastColors,246,"1,999",87% 
425,"Color Block Men Round Neck Black, Green, Maroon T-Shirt",London Hills,397,"3,897",89% 
426,"Striped Men Round Neck Black, White T-Shirt",MANIAC,234,"1,919",87% 
427,Printed Men Round Neck Dark Blue T-Shirt,MANIAC,336,"1,719",80% 
428,"Typography Men Round Neck Navy Blue, Blue T-Shirt",BLIVE,151,"1,399",89% 
429,"Graphic Print Men Round or Crew Red, Black T-Shirt",DUO COUPLE,375,"1,399",73% 
430,Color Block Men Round Neck Light Green T-Shirt,FastColors,246,"1,999",87% 
431,"Checkered Men Round Neck Dark Blue, Green T-Shirt",MANIAC,449,"2,199",79% 
432,"Solid Men Polo Neck Blue, Beige T-Shirt",INKKR,386,"1,299",70% 
433,Solid Men Hooded Black T-Shirt,HELMONT,152,999,84% 
434,"Color Block Men Round Neck Blue, Grey T-Shirt",MANIAC,309,"1,449",78% 
435,"Printed Men Round Neck Black, White T-Shirt",MANIAC,354,"1,799",80% 
436,"Striped Men Round Neck Dark Blue, White T-Shirt",MANIAC,690,"1,879",63% 
437,Printed Men Round Neck White T-Shirt,Canis,205,399,48% 
438,"Printed Men Round Neck Black, Red T-Shirt",MANIAC,282,"2,489",88% 
439,"Printed Men Round Neck White, Black T-Shirt",MANIAC,354,"1,799",80% 
440,"Printed Men Polo Neck Dark Blue, White T-Shirt",TRIPR,253,"1,999",87% 
441,"Printed Men Hooded Neck White, Red T-Shirt",Bike,246,"1,999",87% 
442,Abstract Men Hooded Neck Yellow T-Shirt,TRIPR,199,"1,999",90% 
443,"Printed Men Round Neck Black, Grey T-Shirt",MANIAC,193,"1,079",82% 
444,Abstract Men Hooded Neck Dark Blue T-Shirt,TRIPR,199,899,77% 
445,"Checkered Men Round Neck Dark Green, Black T-Shirt",MANIAC,283,"1,069",73% 
446,Color Block Men Hooded Neck Dark Green T-Shirt,HYDEY,176,999,82% 
447,Color Block Men Hooded Neck Black T-Shirt,HYDEY,176,999,82% 
448,"Striped Men Round Neck Black, Grey T-Shirt",Jump Cuts,193,999,80% 
449,"Solid Men Polo Neck Yellow, Pink T-Shirt",INKKR,386,"1,299",70% 
450,"Printed Men Hooded Neck Dark Blue, Red T-Shirt",TRIPR,364,"3,999",90% 
451,Solid Men Round Neck Black T-Shirt,FastColors,246,"1,999",87% 
452,"Printed Men Round Neck Black, White T-Shirt",BLIVE,249,"1,999",87% 
453,"Solid Men Hooded Neck Blue, Black T-Shirt",HYDEY,489,"1,998",75% 
454,Solid Men Hooded Black T-Shirt,HELMONT,152,999,84% 
455,"Printed Men Hooded Neck White, Blue T-Shirt",FastColors,246,"1,999",87% 
456,"Printed Men Round Neck White, Black T-Shirt",BLIVE,234,"1,999",88% 
457,Color Block Men Hooded Neck White T-Shirt,HYDEY,186,999,81% 
458,Printed Men Hooded Neck Black T-Shirt,London Hills,311,"1,299",76% 
459,"Printed, Color Block Men Round Neck White, Black T-Shir...",Canis,205,399,48% 
460,Printed Men Round Neck Grey T-Shirt,Young trendz,329,"1,399",76% 
461,Color Block Men Round Neck Black T-Shirt,Jump Cuts,215,"1,259",82% 
462,"Solid Men Henley Neck Black, Red T-Shirt",BLIVE,415,"2,999",86% 
463,"Color Block Men Round Neck White, Black, Yellow T-Shirt",MANIAC,249,959,74% 
464,Printed Men Round Neck White T-Shirt,TRIPR,151,"1,399",89% 
465,Color Block Men Hooded Neck Yellow T-Shirt,HELMONT,205,999,79% 
466,"Typography Men Round Neck Navy Blue, Yellow T-Shirt",BLIVE,151,"1,399",89% 
467,Military Camouflage Men Round or Crew Dark Blue T-Shirt,Alan Jones,219,"1,049",79% 
468,Color Block Men Hooded Neck Green T-Shirt,Eyebogler,329,"1,299",74% 
469,Printed Men Round Neck Yellow T-Shirt,krishnafit,188,999,81% 
470,Printed Men Round Neck Red T-Shirt,TRIPR,166,"1,399",88% 
471,"Printed Men Round Neck Black, White T-Shirt",MANIAC,354,"1,799",80% 
472,Printed Men Round Neck Multicolor T-Shirt,TRIPR,272,"1,999",86% 
473,"Color Block Men Round Neck Yellow, White T-Shirt",MANIAC,363,"1,999",81% 
474,Printed Men Round Neck Green T-Shirt,MANIAC,265,"1,219",78% 
475,"Color Block Men Round Neck White, Black, Yellow T-Shirt",MANIAC,237,959,75% 
476,"Printed Men Hooded Neck Red, Blue T-Shirt",MANIAC,295,"1,469",79% 
477,Printed Men Round Neck White T-Shirt,Canis,205,399,48% 
478,"Printed Men Round Neck Black, Grey T-Shirt",MANIAC,234,999,76% 
479,Color Block Men Hooded Neck Black T-Shirt,HYDEY,176,999,82% 
480,Color Block Men Hooded Neck Black T-Shirt,HYDEY,176,999,82% 
481,Printed Men Round Neck Dark Blue T-Shirt,TRIPR,234,"1,999",88% 
482,Printed Men Round Neck Grey T-Shirt,TRIPR,215,"1,999",89% 
483,"Printed Men Hooded Neck Dark Blue, White, Yellow T-Shir...",Jump Cuts,224,"1,119",79% 
484,"Solid Men Hooded Neck Grey, Red, White T-Shirt",Bike,255,"1,999",87% 
485,Color Block Men Hooded Neck White T-Shirt,HYDEY,164,999,83% 
486,"Solid Men Henley Neck Dark Green, White T-Shirt",TRIPR,215,"1,999",89% 
487,"Typography Men Hooded Neck Reversible Grey, Black T-Shi...",MANIAC,243,"1,759",86% 
488,"Solid Men Polo Neck Maroon, Black T-Shirt",Uv Creation,346,"1,099",68% 
489,"Striped Men Round Neck Dark Blue, Red T-Shirt",MANIAC,282,"1,269",77% 
490,Printed Men Round Neck Dark Green T-Shirt,BLIVE,201,"1,399",85% 
491,"Printed Men Round Neck Red, Black T-Shirt",Jump Cuts,234,"1,519",84% 
492,"Solid Men Round or Crew White, Black T-Shirt",Canis,205,499,58% 
493,"Printed Men Hooded Neck Black, Yellow T-Shirt",TRIPR,234,"1,999",88% 
494,Solid Men Round Neck Black T-Shirt,London Hills,310,"1,299",76% 
495,Printed Men Round Neck Yellow T-Shirt,krishnafit,234,999,76% 
496,"Solid Men Round Neck Green, Black T-Shirt",FastColors,246,"1,999",87% 
497,"Solid Men Polo Neck Black, Grey T-Shirt",INKKR,386,"1,299",70% 
498,Typography Men Round Neck Black T-Shirt,London Hills,376,"1,299",71% 
499,Printed Men Round or Crew Dark Blue T-Shirt,Young trendz,234,799,70% 
500,Abstract Men Hooded Neck Red T-Shirt,TRIPR,262,899,70% 
501,"Typography Men Hooded Neck Dark Blue, Grey T-Shirt",MANIAC,238,"1,759",86% 
502,Printed Men Hooded Neck Red T-Shirt,TRIPR,189,"1,999",90% 
503,"Color Block Men Round Neck Black, Yellow T-Shirt",TRIPR,215,"1,399",84% 
504,"Color Block Men Round Neck Dark Green, White, Black T-S...",MANIAC,219,959,77% 
505,Solid Men Round Neck Multicolor T-Shirt,BLIVE,535,"2,999",82% 
506,Printed Men Round Neck Dark Green T-Shirt,MANIAC,376,"1,799",79% 
507,"Color Block Men Round Neck Red, White, Black T-Shirt",MANIAC,240,959,74% 
508,Printed Men Hooded Neck Black T-Shirt,TRIPR,189,"1,999",90% 
509,Geometric Print Men Round Neck Light Blue T-Shirt,mayhem,374,999,62% 
510,"Typography Men Hooded Neck Blue, Black T-Shirt",Eyebogler,329,"1,299",74% 
511,"Color Block Men Hooded Neck Yellow, Black T-Shirt",HYDEY,177,999,82% 
512,"Printed Men Hooded Neck Dark Blue, White T-Shirt",Jump Cuts,262,"1,399",81% 
513,Color Block Men Polo Neck Multicolor T-Shirt,BLIVE,234,"1,999",88% 
514,"Striped Men Round Neck White, Black T-Shirt",MANIAC,689,"1,879",63% 
515,"Checkered Men Round Neck Black, Grey T-Shirt",MANIAC,248,"1,069",76% 
516,"Color Block Men Hooded Neck Yellow, Black T-Shirt",HYDEY,179,999,82% 
517,Printed Men Round Neck Dark Green T-Shirt,BLIVE,196,"1,999",90% 
518,Color Block Men Hooded Neck Black T-Shirt,HYDEY,176,999,82% 
519,"Solid Men Round Neck White, Black T-Shirt",FastColors,246,"1,999",87% 
520,Conversational Men Round or Crew Orange T-Shirt,Young trendz,201,899,77% 
521,"Solid Men Polo Neck Blue, Black T-Shirt",INKKR,386,999,61% 
522,"Solid Men Round Neck White, Dark Green T-Shirt",mebadass,357,799,55% 
523,Printed Men Round Neck Multicolor T-Shirt,rjm,256,899,71% 
